Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,Personality,image
15,0,0,-1,0,-2,-1,1,0,0,0,0,3,-1,2,-2,4,40423578
16,0,0,-2,2,-2,1,-2,0,2,0,-2,0,-2,0,-2,15,10407136
17,0,0,0,-2,0,2,-2,-1,1,0,-1,0,2,1,0,2,90350937
18,0,0,1,-2,-1,2,1,0,1,0,0,0,-3,1,-1,4,49252119
19,0,0,-1,0,2,0,1,0,1,0,0,-2,2,-2,1,12,152282
20,0,0,-1,-2,2,3,0,0,1,0,0,2,2,-3,-1,2,49304199
21,0,0,1,-2,2,2,0,0,1,0,-1,0,3,-1,1,12,59127808
22,-1,0,2,-2,-3,-2,0,0,1,0,1,-2,2,-1,1,8,60217799
23,0,0,0,0,-1,-2,0,0,-1,1,1,2,-2,2,1,4,80433900
24,0,0,-1,2,0,1,2,0,-2,0,0,1,2,-2,0,7,19190340
25,0,0,0,0,-2,-1,-1,0,-2,0,-1,1,0,1,-1,3,60344759
26,0,0,0,2,-2,-3,-1,0,1,0,-1,1,0,2,1,3,90116553
27,0,0,3,0,-1,-2,-2,0,2,0,3,0,1,3,0,6,50364149
28,0,1,-2,-1,-1,2,-2,0,2,1,-1,0,0,2,1,13,29151296
29,0,0,-2,-2,1,0,-1,0,-1,1,-2,0,0,-1,1,9,10233532
30,0,-1,1,3,-3,-1,0,1,2,0,2,-1,0,1,1,3,50295472
31,0,0,0,0,1,1,-2,0,0,0,2,0,1,-1,0,10,59297184
32,0,0,0,1,0,0,-1,0,2,0,-2,2,-1,2,2,3,49315937
33,0,0,-1,-2,1,0,0,0,-2,0,-2,-1,0,-2,0,10,60416925
34,0,1,0,-1,-1,1,3,0,-2,0,-2,-1,-1,-1,0,14,70103250
35,0,0,3,-1,1,-1,0,0,2,0,2,0,1,1,2,8,80349671
36,0,-1,2,-1,1,1,0,0,2,0,-1,-2,1,-1,1,12,89256262
37,0,0,-2,1,0,-2,0,0,3,0,-2,2,-1,3,1,3,70434311
38,0,0,3,1,-2,0,-1,0,2,0,2,-1,-1,0,0,0,99221743
39,0,0,1,-1,-1,-1,0,0,1,0,2,-2,0,1,-1,12,70404875
40,0,-1,-2,1,2,1,-2,0,0,0,-1,-1,-2,-3,-1,0,276664
41,1,0,-1,-1,-2,-2,-2,0,1,0,-2,-2,0,-2,-1,1,60178887
42,-1,0,1,1,2,0,0,0,-2,-1,1,2,-1,2,-2,11,50058376
43,0,1,0,0,0,-2,-2,0,1,0,-2,2,-1,3,-1,15,80443904
44,0,0,0,0,2,1,0,-1,-1,0,-1,0,-2,-1,0,14,60105829
45,0,0,-2,0,-1,1,0,0,-1,0,-1,0,1,0,0,6,60248418
46,0,0,2,0,-1,-2,-3,0,0,0,2,-2,-2,1,0,12,9304196
47,0,0,-1,-1,1,-1,-2,0,0,1,-1,1,-1,0,-2,10,79129081
48,0,0,-1,0,-1,0,-1,0,2,0,-1,1,-1,0,0,13,9219527
49,0,0,-2,-2,3,3,2,0,0,0,-2,3,0,-2,0,11,79299016
50,0,0,1,-3,0,0,-1,0,1,0,-2,0,-1,-2,0,8,217797
51,0,0,0,1,3,1,-1,0,0,0,-2,1,-1,0,-1,10,10413137
52,0,0,-2,0,0,0,-2,0,0,0,1,0,-2,-3,-1,10,89256894
53,0,-1,1,1,0,-2,2,0,1,0,1,1,2,0,-1,9,29272712
54,1,0,0,-2,-1,2,0,0,1,1,-1,3,-2,1,1,15,59197702
55,0,0,3,1,-3,0,1,0,-1,0,0,-1,0,3,1,7,40319398
56,0,0,-2,0,2,1,-3,1,-2,0,2,1,1,2,0,11,211088
57,0,0,1,-1,-3,-1,-3,0,1,0,0,-1,2,0,3,12,80403516
58,0,0,-2,-2,-1,1,-1,0,-2,0,-2,0,-1,-1,-2,3,400545
59,0,0,-2,-2,2,0,0,0,-3,0,0,-1,1,-1,-1,5,90435324
60,0,0,2,2,2,-2,-1,0,-3,0,-2,-1,-2,2,2,7,39240787
61,0,0,1,-2,-1,0,-2,0,0,0,-2,-1,0,1,1,13,90412426
62,0,0,-1,3,-1,-2,-2,0,-1,0,2,1,0,1,3,1,10334753
63,0,0,2,-1,-1,2,-1,0,2,0,0,1,0,-1,1,4,20259423
64,0,0,1,3,-1,-2,0,0,1,0,-1,1,-1,-1,1,3,79269180
65,0,0,-1,0,1,1,-3,0,1,0,-1,0,-3,-2,1,0,60344453
66,0,0,0,1,-2,2,0,0,-1,0,-1,3,0,3,0,15,19241537
67,0,0,2,1,2,0,-2,0,-1,0,-1,-1,0,0,0,7,19289341
68,0,0,1,3,-1,-1,1,0,1,0,0,-1,1,-1,0,9,30115066
69,0,1,-1,1,0,1,2,0,3,0,-1,0,-1,-1,2,12,20429010
70,0,0,2,0,0,2,1,0,2,0,-3,0,2,1,1,12,50420329
71,-1,0,-1,1,0,-1,-2,0,2,0,-1,2,2,2,1,6,30346986
72,0,0,3,0,0,1,-1,0,3,0,0,-1,0,2,0,14,90211531
73,0,0,0,-2,-1,-1,-2,0,3,0,-2,-1,1,-2,-2,2,40455654
74,0,0,2,-1,-3,2,-2,1,0,0,-3,0,1,-1,-2,5,19304006
75,0,0,3,1,0,0,-1,0,1,0,-1,-2,-1,0,2,8,10122647
76,0,0,-2,-3,-1,-3,-2,0,2,0,1,-2,-2,-1,-2,0,50320565
77,0,0,-2,2,1,1,-1,0,-1,0,0,-1,-2,2,-3,10,243800
78,0,0,0,0,-1,1,1,0,-3,0,1,2,3,1,0,7,40369109
79,0,0,-2,3,-2,-2,0,0,-2,0,-1,0,0,0,-3,6,30427341
80,0,0,0,-3,3,2,2,-1,0,0,0,-1,0,-1,2,12,70246089
81,0,0,1,1,1,-1,-2,-1,-2,0,2,0,-1,1,2,1,30396655
82,0,0,-1,-2,-2,1,0,0,-2,0,0,1,-1,1,-1,15,70273092
83,0,0,-1,-2,-2,3,0,0,-2,0,1,2,1,-2,-2,10,9276971
84,0,0,2,0,1,0,0,0,1,0,3,1,1,2,0,6,20182278
85,0,0,2,-2,0,2,0,0,-2,0,-3,1,-1,-2,0,10,50406465
86,0,0,-1,1,-2,0,1,0,-2,1,0,-2,-1,1,1,3,60246080
87,0,0,0,3,-1,0,-1,0,1,0,0,3,2,-2,0,13,39251931
88,0,0,0,0,0,-2,0,0,2,0,-1,1,-2,2,-1,15,69289008
89,0,0,0,1,1,-2,0,0,-3,0,1,1,1,2,-1,1,20426276
90,-1,0,-1,-2,1,2,1,0,0,0,1,1,2,-1,-2,10,80308393
91,0,0,1,2,2,-3,-1,0,-2,0,2,-3,1,0,0,1,59135648
92,0,0,-1,2,0,-3,-1,0,1,0,0,1,-1,1,1,3,40332074
93,0,0,-1,-1,0,1,-1,1,1,0,-2,2,2,-2,1,10,60262881
94,0,0,-1,2,-2,-2,-1,0,2,0,-1,0,-2,-1,2,0,40280843
95,0,0,0,1,-2,-1,1,0,0,0,-2,-1,1,-3,-1,9,79325223
96,0,0,3,2,-1,1,2,0,0,-1,2,-1,-3,-1,1,4,60406785
97,1,0,-3,-1,0,2,2,0,-1,0,-3,2,1,0,-1,2,80222441
98,0,0,-1,-1,-2,1,0,0,0,0,-1,2,-3,1,0,15,90253535
99,1,0,-2,1,3,-1,-1,0,-1,0,1,-1,-1,-2,-3,0,80403154
100,0,0,-1,0,0,2,1,0,0,0,-3,1,2,0,1,2,40178888
101,0,0,0,0,-2,-2,-2,0,0,0,1,-1,-2,2,1,12,80290779
102,0,0,0,-2,-1,1,0,0,0,0,0,1,3,-1,0,10,80341019
103,0,0,-2,1,0,0,-1,0,0,0,1,-2,-1,0,-3,0,30339900
104,0,0,0,1,1,-1,-1,0,2,1,0,-1,-2,0,-1,14,39337911
105,-1,1,3,-1,-2,3,-2,0,2,0,-1,1,0,-3,1,13,89277486
106,0,0,1,1,1,1,-1,0,0,0,0,-1,-1,0,2,8,29220780
107,0,0,-2,0,-2,2,-1,0,1,0,2,1,-2,0,0,13,90471581
108,0,0,2,-2,2,3,-2,0,1,0,1,2,-1,-1,1,8,60463498
109,0,0,-1,-1,-2,-1,-1,0,0,0,0,0,-3,0,3,13,121766
110,0,1,-2,-1,-1,-1,2,0,-1,0,-1,-1,0,-2,0,10,10288628
111,1,0,0,0,1,-2,-3,0,1,0,2,2,2,0,-1,6,29304204
112,0,0,1,2,1,-1,0,0,0,0,2,2,-3,0,0,11,90434310
113,0,1,-1,2,-3,-2,0,0,-1,0,-3,0,1,0,-2,6,10330811
114,0,0,-1,1,-2,-1,-1,0,0,0,-1,0,1,0,2,3,80369112
115,0,0,0,1,0,-1,1,0,2,0,-2,3,1,2,-1,6,9220842
116,-1,0,-2,-1,1,3,0,0,1,1,-2,1,-2,0,2,11,10422504
117,0,0,-3,-1,-1,1,-1,0,0,1,-2,-2,-1,-1,0,0,40426138
118,0,0,1,-1,1,-1,-1,0,-3,0,1,1,-2,2,-3,11,141689
119,-1,0,3,2,-3,2,0,0,3,0,-3,-2,-1,0,-1,4,80340760
120,0,0,-2,3,-2,-3,-2,0,-1,0,-2,1,-1,-1,1,3,50404824
121,0,0,-2,-3,-1,-1,1,0,-1,0,2,0,-1,0,-3,15,60353838
122,0,0,0,1,2,-2,-1,0,1,0,3,2,0,2,-3,6,428974
123,0,0,0,2,-1,-2,-2,0,-2,0,-1,-1,2,1,-1,3,165213
124,0,0,1,-1,-2,-1,0,0,-2,0,3,0,-2,2,-1,12,399033
125,0,0,0,1,-2,-1,0,0,1,0,-1,-2,0,-2,1,9,59252637
126,0,0,-1,0,-2,1,1,0,0,0,0,0,-1,3,-1,15,80417636
127,0,0,0,1,-2,1,-3,0,1,1,-1,0,1,2,2,13,50343331
128,0,0,-1,0,-1,0,-2,0,-1,0,-2,-1,0,-2,-1,10,272656
129,0,0,0,1,1,0,-2,0,1,0,0,-2,-2,2,-2,0,70465538
130,0,0,-3,1,-1,0,-2,0,-2,0,-1,0,-1,-1,0,10,70288630
131,-1,0,0,-2,0,-2,-1,0,0,0,-1,-2,3,1,0,1,89305205
132,0,-1,2,1,0,-2,-2,-1,0,0,1,1,0,1,-2,11,10421665
133,0,0,0,-1,0,-1,-3,0,0,0,1,-2,0,1,0,14,60341015
134,0,0,1,2,2,-1,-2,0,1,0,2,1,1,2,-1,6,20153068
135,0,0,3,-2,0,1,1,0,-1,0,3,1,1,1,1,15,49191705
136,1,0,-1,-2,1,1,-2,0,-2,0,1,0,-2,-1,0,9,385069
137,0,0,-2,-3,0,0,0,1,0,0,-2,1,-3,0,0,9,59240828
138,1,-1,0,-1,-2,0,1,0,1,0,1,2,1,2,1,7,70264281
139,0,0,-1,-1,-1,-1,-3,0,2,0,0,1,1,-1,2,3,19830588
140,0,0,-1,-1,-1,1,1,0,0,0,2,0,0,1,2,4,19298265
141,0,0,-1,-2,1,1,0,0,1,0,-3,-2,0,-3,-1,5,9279026
142,0,0,-1,1,-2,-1,-3,0,-3,0,0,1,1,-2,3,9,90319918
143,0,0,0,2,-1,0,-1,0,1,1,0,-1,0,1,2,3,60344759
144,0,0,0,-1,-1,0,1,0,-1,0,0,1,-1,3,-2,15,90402352
145,0,0,-1,-1,0,2,-1,0,-1,0,0,-2,1,2,-1,5,29067293
146,0,0,3,-1,-2,3,0,0,2,1,-2,2,-1,-1,-2,4,90246291
147,0,0,0,0,2,0,1,0,0,0,0,1,0,2,-2,14,99197696
148,0,0,2,-3,0,0,-1,1,1,0,2,-1,-1,-3,1,14,49031774
149,0,0,0,-1,2,0,0,0,1,0,2,-1,-2,0,2,14,89041709
150,0,0,1,2,2,-2,-2,0,-1,0,-1,-2,0,0,2,7,50468953
151,0,0,0,2,1,-3,-1,0,-3,0,2,-2,1,0,2,1,30178884
152,0,0,-1,-1,3,3,-2,0,-2,1,-1,-1,0,-1,-3,5,10423589
153,0,0,0,1,-1,0,-2,0,1,0,-2,-1,1,2,3,7,80371520
154,0,0,1,1,1,-1,0,1,0,-1,-1,-1,1,0,-1,3,90116553
155,0,0,1,3,1,0,-2,1,-3,0,-1,-2,0,0,0,7,60403150
156,0,0,2,-2,-2,-1,-1,0,0,0,-1,0,1,-1,3,12,80404672
157,0,0,-3,0,0,0,1,0,2,0,-1,-1,0,-3,0,2,59304207
158,1,0,-1,0,2,2,-1,0,-1,0,-1,-1,0,0,1,5,19275909
159,0,0,-1,2,0,0,-2,0,1,0,-1,1,0,1,3,3,50295472
160,0,0,1,0,0,-3,-2,0,-2,0,1,3,-2,0,3,9,90404879
161,0,0,2,-1,-1,2,-1,0,2,0,-3,0,0,-1,2,13,30352246
162,0,0,-1,-1,1,-1,-2,0,0,0,3,0,-1,-1,0,14,49252553
163,0,-1,0,-1,0,3,3,0,-2,0,0,-1,-1,2,1,15,380948
164,0,1,-1,-2,0,2,-2,0,1,0,-1,0,0,0,2,13,9289327
165,1,0,-1,0,0,-3,1,-1,0,0,2,0,2,-1,1,8,40466389
166,0,0,0,0,0,-3,-2,1,0,0,1,0,-1,1,0,11,90299029
167,1,0,-2,0,0,-2,-3,1,-1,-1,-1,0,0,0,-2,3,49315937
168,-1,0,-1,2,0,0,-2,0,0,0,-1,0,-1,1,-2,2,70253541
169,0,0,-1,-1,0,-2,-1,-1,-1,-1,-2,1,0,2,0,3,70434311
170,0,0,2,2,1,-3,-1,0,-1,1,0,0,-2,-2,-1,11,90200269
171,0,0,-2,-2,2,2,-1,0,2,0,-1,-2,2,1,0,2,90339902
172,0,0,1,1,0,-2,-1,-1,2,0,1,3,-1,2,-3,6,90146456
173,0,0,3,1,-2,-1,-2,0,1,0,1,0,0,0,2,0,50402325
174,1,-1,-2,-1,2,0,-1,0,-1,0,0,0,-1,-1,1,11,99266128
175,0,0,-1,-3,1,1,2,0,0,-1,2,0,-1,2,0,15,50341025
176,0,0,0,1,-2,-2,-1,0,0,0,0,1,1,0,3,3,400545
177,0,0,-2,-1,1,-2,-1,0,-2,0,0,-2,0,0,0,14,79305512
178,0,0,-1,1,-1,-1,0,0,1,0,-2,2,-2,-2,1,10,59297184
179,0,0,0,-1,0,2,-1,0,0,0,-3,1,0,0,0,3,79269180
180,0,0,-2,-1,-2,3,-1,0,1,0,-1,3,-1,1,1,13,9252593
181,0,0,0,-1,2,2,-2,0,1,0,1,0,0,-1,0,2,19900864
182,0,0,0,-2,0,3,-3,0,2,0,0,1,0,-1,-1,4,79266148
183,1,0,2,-1,1,-1,0,0,0,0,2,0,-1,2,-2,11,80418056
184,1,0,-1,-3,-2,-2,1,0,2,-1,-2,1,-1,0,-1,0,70392542
185,0,0,0,-2,1,2,-2,0,1,0,2,-1,1,-1,0,8,49220374
186,0,0,0,3,2,-1,-3,0,-1,0,-2,1,-3,2,1,11,19197704
187,0,1,-1,-1,1,2,-3,0,-3,0,-2,0,3,-3,-3,5,10411421
188,0,0,-2,0,-1,-3,2,0,0,0,0,-3,0,1,0,14,30135658
189,0,0,1,0,-2,1,2,0,-1,0,2,1,-1,2,-2,4,10400540
190,0,0,0,0,-1,1,0,0,-1,0,-1,3,0,1,-2,10,60416925
191,0,0,-1,-2,-1,-1,1,0,-1,-1,1,-2,1,-1,-1,1,39251926
192,0,0,0,-1,-2,-2,-1,1,3,0,-1,-1,-2,0,-2,0,80155205
193,0,0,0,0,2,-1,-2,0,1,0,3,1,0,0,2,11,50185303
194,0,0,0,1,-2,-2,-1,0,1,0,-1,3,-2,1,1,15,10407136
195,0,0,-1,3,-1,0,0,0,2,0,-2,1,-1,2,-1,15,80443904
196,0,0,0,0,-1,-2,-2,0,-1,0,-1,0,1,0,-1,6,10219178
197,0,0,-3,-2,1,0,2,0,-2,0,0,1,0,1,-3,2,29180524
198,-1,0,0,-3,0,0,-2,0,1,0,0,-2,2,-1,-1,1,89907452
199,0,0,3,-2,2,1,-2,0,3,0,-1,0,-3,-2,0,8,19304209
200,0,0,-2,1,3,3,-1,0,2,0,-3,1,-1,-3,2,11,50058376
201,0,0,0,-1,0,0,-2,0,-1,0,-2,1,-1,-2,-2,10,79129081
202,0,0,-2,-1,0,1,-2,0,1,0,-1,2,-1,-2,2,11,79299016
203,0,0,0,-2,2,-2,0,0,-2,0,2,-2,-1,2,-2,14,90471086
204,0,0,3,2,-2,-1,1,0,3,0,-1,-2,-1,-2,-3,2,10471085
205,0,0,2,2,-1,0,-1,0,0,0,-1,-1,-2,1,1,7,397736
206,0,0,0,-2,-2,1,-2,0,-2,0,-2,1,-2,-3,2,9,49861007
207,0,1,2,-2,-3,2,-1,0,1,0,-2,2,0,-1,-3,5,60351900
208,0,0,3,-2,0,1,-1,0,2,0,0,1,0,0,1,4,80280515
209,0,0,0,-2,1,-1,2,0,-1,0,0,-1,-2,1,-3,14,287974
210,0,0,0,2,0,-2,1,0,1,0,-2,-1,0,1,0,3,60246080
211,0,0,0,-3,-1,-1,0,0,-1,0,1,-2,0,2,1,12,39184324
212,0,0,-1,-1,-1,1,1,0,-2,0,2,-2,1,1,-1,14,70103250
213,0,0,3,0,1,-1,-2,0,1,0,1,0,0,-1,2,8,29269724
214,0,0,-2,0,-1,-1,2,0,-2,0,0,-2,2,3,1,14,60105829
215,0,-1,3,0,-3,1,1,1,-1,0,2,2,0,2,3,7,30308395
216,0,0,1,-2,-1,-1,1,0,1,0,1,-3,0,0,0,8,60247051
217,0,0,0,0,0,-1,-2,0,3,0,0,0,-2,-2,1,0,262879
218,0,0,-1,0,1,-2,0,-1,2,0,-1,2,-1,1,1,15,59197702
219,1,0,-2,2,-2,-2,-2,0,-2,0,-2,-1,2,0,-2,3,40332074
220,0,-1,-2,2,-1,-1,-1,1,-3,0,-2,-1,3,1,-1,3,80369112
221,0,0,-2,0,-1,1,-2,-1,2,0,-1,2,-1,0,0,13,39256599
222,0,-1,-2,-2,-1,0,2,0,2,0,0,-1,2,-1,1,8,50165079
223,1,0,0,0,0,-2,-1,0,0,0,-2,-1,2,2,-2,3,50404824
224,0,0,0,1,1,0,1,1,-2,0,1,2,1,0,1,7,39129342
225,0,0,1,-2,-1,2,1,0,-2,0,1,2,-2,1,1,15,19241537
226,0,0,-1,1,-1,-1,1,0,3,-1,-2,-2,-2,2,-3,9,29125410
227,0,0,-2,-3,2,0,-1,0,0,0,0,2,-3,-2,1,10,10413137
228,0,0,-1,-1,-2,2,-1,0,0,0,-1,2,1,-1,1,4,80308675
229,0,-1,1,-1,-2,0,-2,1,0,0,-1,1,2,3,-3,6,90342688
230,0,0,3,-1,0,0,0,1,-2,0,0,-2,-1,-3,1,14,90211531
231,0,0,0,2,0,-1,-2,0,3,0,1,0,-1,-2,2,0,99221743
232,0,-1,-1,0,-1,1,-2,0,2,0,0,0,0,-1,0,2,19252615
233,0,0,1,-1,-3,0,0,1,3,0,-2,-2,2,0,-2,5,50346985
234,0,0,0,0,0,-1,-1,0,-2,0,3,1,0,-2,1,15,70273092
235,0,0,-3,1,0,-2,1,0,2,-1,-2,1,-2,2,1,3,165213
236,1,0,2,1,-1,0,1,0,1,0,1,1,1,2,3,4,90320097
237,-1,0,1,0,1,2,0,0,3,0,1,1,-1,1,2,4,40423578
238,0,1,1,0,-2,1,-1,0,-1,0,-2,1,-2,0,0,13,40472861
239,0,0,-2,-1,1,0,-1,0,3,0,2,0,2,-1,0,2,50434312
240,1,0,1,-2,-2,0,1,0,-1,0,2,1,1,0,-2,15,69289008
241,0,0,-1,-3,-1,-2,-2,0,0,0,-2,-2,-1,0,-1,0,276664
242,-1,1,0,-3,-1,1,1,0,0,0,1,1,-1,2,-2,15,90253535
243,0,0,3,-3,0,1,-1,0,1,0,-1,-1,2,-1,-2,5,400550
244,0,0,0,0,-3,-1,3,0,1,0,3,-1,1,-2,0,8,417635
245,0,0,0,-2,0,-1,-2,0,1,0,0,-3,-2,-1,0,0,60344453
246,0,0,-2,-1,-2,-2,-2,0,3,0,-2,0,2,-1,-1,1,10115067
247,0,0,2,-2,-1,0,-2,0,-1,0,-1,0,-2,3,3,12,40455649
248,0,0,1,1,0,1,2,1,1,0,1,-1,-2,-1,-1,4,49252119
249,0,0,2,-2,0,2,0,0,2,0,-2,1,0,-2,0,4,80433900
250,0,0,0,-1,-2,-2,0,0,2,0,1,0,1,3,2,12,152282
251,0,0,-2,1,-1,0,0,0,3,0,-1,-3,-1,3,1,0,50320565
252,0,0,2,0,1,-1,-2,0,-1,0,2,-1,0,0,3,0,40280843
253,0,0,0,-3,1,1,1,0,1,0,-1,-1,0,-2,1,12,59127808
254,0,-1,2,-1,2,-1,0,0,1,0,0,1,0,3,-2,6,50364149
255,0,0,1,-2,-1,-1,1,0,2,0,-2,2,0,1,-1,9,60334722
256,0,0,1,0,-1,-2,-1,0,1,0,-2,-3,3,-1,0,9,20163802
257,0,0,-1,0,0,1,-1,0,-1,0,1,0,1,0,2,9,10233532
258,0,0,1,-2,1,2,-1,0,-2,0,-1,0,2,-1,0,10,89256894
259,0,0,-2,-1,0,-1,-2,0,-1,0,0,1,0,-3,-3,10,243800
260,-1,0,-2,-1,1,2,2,0,1,1,0,0,3,0,1,2,90350937
261,0,-1,0,-1,-1,-2,-1,0,2,0,-3,-1,-2,-2,-2,0,80403154
262,0,0,1,2,1,-1,2,1,0,0,1,0,1,2,2,7,39201026
263,0,0,0,-1,2,-3,-1,0,1,0,0,0,0,-1,1,1,429426
264,0,0,3,0,-1,0,1,0,-2,0,2,1,1,3,2,7,19190340
265,0,0,2,2,-1,-1,-3,0,1,0,3,0,-1,0,2,0,30339900
266,1,0,2,-1,0,-3,-1,0,0,0,1,2,-1,0,-3,11,211088
267,0,0,2,2,-1,-2,2,0,0,0,0,0,-1,0,0,0,40426138
268,-1,0,2,2,-1,3,3,0,0,0,1,1,0,0,3,7,40319398
269,0,0,1,0,-2,-1,0,0,0,0,1,-1,1,-1,1,8,60217799
270,0,0,2,-1,3,0,0,0,0,0,-1,-1,-1,-1,0,12,89256262
271,0,0,1,-3,0,-1,1,0,2,0,1,-2,0,0,2,8,80349671
272,0,0,2,0,0,-3,-2,0,0,0,2,2,-3,2,-2,11,90434310
273,0,1,-2,-2,1,-1,0,0,-1,0,-1,-2,2,-2,-2,2,49304199
274,0,0,0,0,-3,-2,-2,0,1,0,-2,-2,1,-1,-3,1,10281354
275,0,0,1,-1,0,2,-1,0,1,0,0,0,-1,-1,0,14,39337911
276,1,0,-1,-2,-2,-1,1,0,2,0,-1,-2,-1,0,-1,0,70465538
277,0,0,1,0,-3,-1,-1,0,0,0,-2,1,2,3,2,3,19830588
278,0,0,0,-1,-2,0,0,0,2,0,1,1,2,1,0,8,217797
279,0,0,-1,0,-1,1,-1,0,-1,0,-1,-1,3,-2,0,5,10198604
280,0,0,0,0,0,1,1,-1,-2,0,-1,-1,2,2,-2,7,39240787
281,0,0,-1,-2,-2,2,0,0,-1,0,-3,1,2,-3,0,5,246078
282,0,0,0,-2,1,0,2,0,-1,-1,0,0,-1,-1,-2,2,40455654
283,0,0,3,3,-1,0,-2,0,0,0,-1,-3,-2,-1,1,7,19289341
284,0,0,-1,0,2,0,-3,0,2,0,-2,-2,1,2,-3,2,80222441
285,0,0,-1,0,-2,-1,-2,0,0,0,-3,2,2,1,0,3,60344759
286,0,0,2,-1,1,-1,2,0,-1,0,0,-1,2,1,2,8,10122647
287,0,0,-1,0,-2,3,-3,-1,1,0,0,-1,0,0,-2,4,20259423
288,0,0,1,1,0,-1,-1,0,0,0,1,0,-2,-2,1,14,60341015
289,0,0,-2,1,0,2,-1,0,0,0,-2,2,-1,-1,-3,10,9276971
290,0,0,1,-1,1,0,-1,-1,-1,0,-2,-1,3,-1,3,13,50039552
291,0,-1,-1,3,-2,-2,-2,0,0,0,-2,-1,3,2,1,6,60248418
292,0,1,0,1,-3,-1,-1,0,0,0,1,-2,1,1,2,0,50402325
293,0,0,0,-2,-1,1,2,0,-1,0,-1,2,1,0,-2,10,50406465
294,0,0,-1,1,0,1,0,0,-1,0,-1,1,-1,-2,-2,10,80308393
295,0,-1,1,1,1,0,0,0,0,0,0,0,-1,2,1,1,50393000
296,0,0,-1,0,-1,-2,-2,0,0,0,-3,-1,-1,-1,0,0,70392542
297,0,0,2,0,0,-1,2,0,0,0,1,-2,-1,0,1,9,29272712
298,0,0,-1,-2,-3,-2,-1,0,0,0,-1,-2,1,-1,-3,0,80155205
299,0,0,0,-2,-1,1,-1,0,0,0,-1,0,0,-2,1,4,60406785
300,0,0,0,-1,2,3,-3,0,-1,0,-2,-3,2,-2,-3,5,59829125
301,0,0,2,0,2,-1,-3,0,0,0,0,-1,1,0,0,5,50078464
302,0,0,2,-2,-2,0,1,0,0,0,-2,-1,0,0,0,13,29151296
303,0,0,0,2,0,1,-1,0,2,0,-1,-2,2,-1,-1,15,60353838
304,0,0,2,0,-1,0,0,0,2,0,-2,0,0,-1,0,4,80340760
305,0,0,2,2,-1,-1,2,0,3,0,-1,-1,1,-2,-2,9,30115066
306,0,0,-1,0,-2,-3,-1,0,-3,0,0,-2,3,1,-1,3,90116553
307,0,0,-3,-1,0,1,-1,0,-2,0,-1,-1,2,0,0,2,40178888
308,0,0,-1,1,1,-2,-3,0,0,0,0,0,-2,2,0,11,10422504
309,0,0,-2,1,-1,0,-1,0,-2,0,-1,-2,2,2,-2,3,50295472
310,0,0,1,0,1,2,1,0,-2,0,0,2,2,1,0,7,40369109
