Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,Personality,image
55,0,0,3,1,-3,0,1,0,-1,0,0,-1,0,3,1,7,80214549
56,0,0,-2,0,2,1,-3,1,-2,0,2,1,1,2,0,11,90363223
57,0,0,1,-1,-3,-1,-3,0,1,0,0,-1,2,0,3,12,30339735
58,0,0,-2,-2,-1,1,-1,0,-2,0,-2,0,-1,-1,-2,3,90278277
59,0,0,-2,-2,2,0,0,0,-3,0,0,-1,1,-1,-1,5,30299070
60,0,0,2,2,2,-2,-1,0,-3,0,-2,-1,-2,2,2,7,90214308
61,0,0,1,-2,-1,0,-2,0,0,0,-2,-1,0,1,1,13,90442824
62,0,0,-1,3,-1,-2,-2,0,-1,0,2,1,0,1,3,1,9903014
63,0,0,2,-1,-1,2,-1,0,2,0,0,1,0,-1,1,4,30381183
64,0,0,1,3,-1,-2,0,0,1,0,-1,1,-1,-1,1,3,90278277
65,0,0,-1,0,1,1,-3,0,1,0,-1,0,-3,-2,1,0,30180504
66,0,0,0,1,-2,2,0,0,-1,0,-1,3,0,3,0,15,250249
67,0,0,2,1,2,0,-2,0,-1,0,-1,-1,0,0,0,7,80214549
68,0,0,1,3,-1,-1,1,0,1,0,0,-1,1,-1,0,9,80213074
69,0,1,-1,1,0,1,2,0,3,0,-1,0,-1,-1,2,12,70245339
70,0,0,2,0,0,2,1,0,2,0,-3,0,2,1,1,12,30339735
71,-1,0,-1,1,0,-1,-2,0,2,0,-1,2,2,2,1,6,60214183
72,0,0,3,0,0,1,-1,0,3,0,0,-1,0,2,0,14,80221352
73,0,0,0,-2,-1,-1,-2,0,3,0,-2,-1,1,-2,-2,2,90180025
74,0,0,2,-1,-3,2,-2,1,0,0,-3,0,1,-1,-2,5,30465489
75,0,0,3,1,0,0,-1,0,1,0,-1,-2,-1,0,2,8,10234942
76,0,0,-2,-3,-1,-3,-2,0,2,0,1,-2,-2,-1,-2,0,30213076
77,0,0,-2,2,1,1,-1,0,-1,0,0,-1,-2,2,-3,10,70299959
78,0,0,0,0,-1,1,1,0,-3,0,1,2,3,1,0,7,90214308
79,0,0,-2,3,-2,-2,0,0,-2,0,-1,0,0,0,-3,6,60214183
80,0,0,0,-3,3,2,2,-1,0,0,0,-1,0,-1,2,12,70245339
81,0,0,1,1,1,-1,-2,-1,-2,0,2,0,-1,1,2,1,70367444
82,0,0,-1,-2,-2,1,0,0,-2,0,0,1,-1,1,-1,15,60150176
83,0,0,-1,-2,-2,3,0,0,-2,0,1,2,1,-2,-2,10,30374413
84,0,0,2,0,1,0,0,0,1,0,3,1,1,2,0,6,60214183
85,0,0,2,-2,0,2,0,0,-2,0,-3,1,-1,-2,0,10,70299959
86,0,0,-1,1,-2,0,1,0,-2,1,0,-2,-1,1,1,3,70455412
87,0,0,0,3,-1,0,-1,0,1,0,0,3,2,-2,0,13,80430746
88,0,0,0,0,0,-2,0,0,2,0,-1,1,-2,2,-1,15,250249
89,0,0,0,1,1,-2,0,0,-3,0,1,1,1,2,-1,1,9903014
90,-1,0,-1,-2,1,2,1,0,0,0,1,1,2,-1,-2,10,30374413
91,0,0,1,2,2,-3,-1,0,-2,0,2,-3,1,0,0,1,70367444
92,0,0,-1,2,0,-3,-1,0,1,0,0,1,-1,1,1,3,90278277
93,0,0,-1,-1,0,1,-1,1,1,0,-2,2,2,-2,1,10,70299959
94,0,0,-1,2,-2,-2,-1,0,2,0,-1,0,-2,-1,2,0,30180504
95,0,0,0,1,-2,-1,1,0,0,0,-2,-1,1,-3,-1,9,60447677
96,0,0,3,2,-1,1,2,0,0,-1,2,-1,-3,-1,1,4,30302299
97,1,0,-3,-1,0,2,2,0,-1,0,-3,2,1,0,-1,2,60322130
98,0,0,-1,-1,-2,1,0,0,0,0,-1,2,-3,1,0,15,60150176
99,1,0,-2,1,3,-1,-1,0,-1,0,1,-1,-1,-2,-3,0,30213076
100,0,0,-1,0,0,2,1,0,0,0,-3,1,2,0,1,2,90180025
101,0,0,0,0,-2,-2,-2,0,0,0,1,-1,-2,2,1,12,30339735
102,0,0,0,-2,-1,1,0,0,0,0,0,1,3,-1,0,10,30374413
103,0,0,-2,1,0,0,-1,0,0,0,1,-2,-1,0,-3,0,30180504
104,0,0,0,1,1,-1,-1,0,2,1,0,-1,-2,0,-1,14,20359984
105,-1,1,3,-1,-2,3,-2,0,2,0,-1,1,0,-3,1,13,80430746
106,0,0,1,1,1,1,-1,0,0,0,0,-1,-1,0,2,8,60214159
107,0,0,-2,0,-2,2,-1,0,1,0,2,1,-2,0,0,13,90442824
108,0,0,2,-2,2,3,-2,0,1,0,1,2,-1,-1,1,8,10234942
109,0,0,-1,-1,-2,-1,-1,0,0,0,0,0,-3,0,3,13,80430746
110,0,1,-2,-1,-1,-1,2,0,-1,0,-1,-1,0,-2,0,10,70299959
111,1,0,0,0,1,-2,-3,0,1,0,2,2,2,0,-1,6,60214183
112,0,0,1,2,1,-1,0,0,0,0,2,2,-3,0,0,11,90363223
113,0,1,-1,2,-3,-2,0,0,-1,0,-3,0,1,0,-2,6,60214183
114,0,0,-1,1,-2,-1,-1,0,0,0,-1,0,1,0,2,3,90278277
115,0,0,0,1,0,-1,1,0,2,0,-2,3,1,2,-1,6,60214183
116,-1,0,-2,-1,1,3,0,0,1,1,-2,1,-2,0,2,11,90363223
117,0,0,-3,-1,-1,1,-1,0,0,1,-2,-2,-1,-1,0,0,30213076
118,0,0,1,-1,1,-1,-1,0,-3,0,1,1,-2,2,-3,11,90363223
119,-1,0,3,2,-3,2,0,0,3,0,-3,-2,-1,0,-1,4,30381183
120,0,0,-2,3,-2,-3,-2,0,-1,0,-2,1,-1,-1,1,3,70455412
121,0,0,-2,-3,-1,-1,1,0,-1,0,2,0,-1,0,-3,15,250249
122,0,0,0,1,2,-2,-1,0,1,0,3,2,0,2,-3,6,60214183
123,0,0,0,2,-1,-2,-2,0,-2,0,-1,-1,2,1,-1,3,90278277
124,0,0,1,-1,-2,-1,0,0,-2,0,3,0,-2,2,-1,12,70245339
125,0,0,0,1,-2,-1,0,0,1,0,-1,-2,0,-2,1,9,80213074
126,0,0,-1,0,-2,1,1,0,0,0,0,0,-1,3,-1,15,60150176
127,0,0,0,1,-2,1,-3,0,1,1,-1,0,1,2,2,13,80430746
128,0,0,-1,0,-1,0,-2,0,-1,0,-2,-1,0,-2,-1,10,30374413
129,0,0,0,1,1,0,-2,0,1,0,0,-2,-2,2,-2,0,30180504
130,0,0,-3,1,-1,0,-2,0,-2,0,-1,0,-1,-1,0,10,70299959
131,-1,0,0,-2,0,-2,-1,0,0,0,-1,-2,3,1,0,1,9903014
132,0,-1,2,1,0,-2,-2,-1,0,0,1,1,0,1,-2,11,90363223
133,0,0,0,-1,0,-1,-3,0,0,0,1,-2,0,1,0,14,80221352
134,0,0,1,2,2,-1,-2,0,1,0,2,1,1,2,-1,6,60214183
135,0,0,3,-2,0,1,1,0,-1,0,3,1,1,1,1,15,250249
136,1,0,-1,-2,1,1,-2,0,-2,0,1,0,-2,-1,0,9,60447677
137,0,0,-2,-3,0,0,0,1,0,0,-2,1,-3,0,0,9,80213074
138,1,-1,0,-1,-2,0,1,0,1,0,1,2,1,2,1,7,80214549
139,0,0,-1,-1,-1,-1,-3,0,2,0,0,1,1,-1,2,3,90278277
140,0,0,-1,-1,-1,1,1,0,0,0,2,0,0,1,2,4,30302299
141,0,0,-1,-2,1,1,0,0,1,0,-3,-2,0,-3,-1,5,30299070
142,0,0,-1,1,-2,-1,-3,0,-3,0,0,1,1,-2,3,9,60447677
143,0,0,0,2,-1,0,-1,0,1,1,0,-1,0,1,2,3,90278277
144,0,0,0,-1,-1,0,1,0,-1,0,0,1,-1,3,-2,15,60150176
145,0,0,-1,-1,0,2,-1,0,-1,0,0,-2,1,2,-1,5,30465489
146,0,0,3,-1,-2,3,0,0,2,1,-2,2,-1,-1,-2,4,30381183
147,0,0,0,0,2,0,1,0,0,0,0,1,0,2,-2,14,20359984
148,0,0,2,-3,0,0,-1,1,1,0,2,-1,-1,-3,1,14,80221352
149,0,0,0,-1,2,0,0,0,1,0,2,-1,-2,0,2,14,20359984
150,0,0,1,2,2,-2,-2,0,-1,0,-1,-2,0,0,2,7,90214308
151,0,0,0,2,1,-3,-1,0,-3,0,2,-2,1,0,2,1,70367444
152,0,0,-1,-1,3,3,-2,0,-2,1,-1,-1,0,-1,-3,5,30299070
153,0,0,0,1,-1,0,-2,0,1,0,-2,-1,1,2,3,7,80214549
154,0,0,1,1,1,-1,0,1,0,-1,-1,-1,1,0,-1,3,70455412
155,0,0,1,3,1,0,-2,1,-3,0,-1,-2,0,0,0,7,90214308
156,0,0,2,-2,-2,-1,-1,0,0,0,-1,0,1,-1,3,12,30339735
157,0,0,-3,0,0,0,1,0,2,0,-1,-1,0,-3,0,2,60322130
158,1,0,-1,0,2,2,-1,0,-1,0,-1,-1,0,0,1,5,30465489
159,0,0,-1,2,0,0,-2,0,1,0,-1,1,0,1,3,3,90278277
160,0,0,1,0,0,-3,-2,0,-2,0,1,3,-2,0,3,9,80213074
161,0,0,2,-1,-1,2,-1,0,2,0,-3,0,0,-1,2,13,90442824
162,0,0,-1,-1,1,-1,-2,0,0,0,3,0,-1,-1,0,14,80221352
163,0,-1,0,-1,0,3,3,0,-2,0,0,-1,-1,2,1,15,250249
164,0,1,-1,-2,0,2,-2,0,1,0,-1,0,0,0,2,13,80430746
165,1,0,-1,0,0,-3,1,-1,0,0,2,0,2,-1,1,8,60214159
166,0,0,0,0,0,-3,-2,1,0,0,1,0,-1,1,0,11,90363223
167,1,0,-2,0,0,-2,-3,1,-1,-1,-1,0,0,0,-2,3,90278277
168,-1,0,-1,2,0,0,-2,0,0,0,-1,0,-1,1,-2,2,90180025
169,0,0,-1,-1,0,-2,-1,-1,-1,-1,-2,1,0,2,0,3,70455412
170,0,0,2,2,1,-3,-1,0,-1,1,0,0,-2,-2,-1,11,90363223
171,0,0,-2,-2,2,2,-1,0,2,0,-1,-2,2,1,0,2,60322130
172,0,0,1,1,0,-2,-1,-1,2,0,1,3,-1,2,-3,6,60214183
173,0,0,3,1,-2,-1,-2,0,1,0,1,0,0,0,2,0,30213076
174,1,-1,-2,-1,2,0,-1,0,-1,0,0,0,-1,-1,1,11,90363223
175,0,0,-1,-3,1,1,2,0,0,-1,2,0,-1,2,0,15,250249
176,0,0,0,1,-2,-2,-1,0,0,0,0,1,1,0,3,3,90278277
177,0,0,-2,-1,1,-2,-1,0,-2,0,0,-2,0,0,0,14,20359984
178,0,0,-1,1,-1,-1,0,0,1,0,-2,2,-2,-2,1,10,30374413
179,0,0,0,-1,0,2,-1,0,0,0,-3,1,0,0,0,3,90278277
180,0,0,-2,-1,-2,3,-1,0,1,0,-1,3,-1,1,1,13,80430746
181,0,0,0,-1,2,2,-2,0,1,0,1,0,0,-1,0,2,90180025
182,0,0,0,-2,0,3,-3,0,2,0,0,1,0,-1,-1,4,30302299
183,1,0,2,-1,1,-1,0,0,0,0,2,0,-1,2,-2,11,90363223
184,1,0,-1,-3,-2,-2,1,0,2,-1,-2,1,-1,0,-1,0,30213076
185,0,0,0,-2,1,2,-2,0,1,0,2,-1,1,-1,0,8,10234942
186,0,0,0,3,2,-1,-3,0,-1,0,-2,1,-3,2,1,11,90363223
187,0,1,-1,-1,1,2,-3,0,-3,0,-2,0,3,-3,-3,5,30299070
188,0,0,-2,0,-1,-3,2,0,0,0,0,-3,0,1,0,14,80221352
189,0,0,1,0,-2,1,2,0,-1,0,2,1,-1,2,-2,4,30381183
190,0,0,0,0,-1,1,0,0,-1,0,-1,3,0,1,-2,10,70299959
191,0,0,-1,-2,-1,-1,1,0,-1,-1,1,-2,1,-1,-1,1,9903014
192,0,0,0,-1,-2,-2,-1,1,3,0,-1,-1,-2,0,-2,0,30180504
193,0,0,0,0,2,-1,-2,0,1,0,3,1,0,0,2,11,90363223
194,0,0,0,1,-2,-2,-1,0,1,0,-1,3,-2,1,1,15,60150176
195,0,0,-1,3,-1,0,0,0,2,0,-2,1,-1,2,-1,15,250249
196,0,0,0,0,-1,-2,-2,0,-1,0,-1,0,1,0,-1,6,60214183
197,0,0,-3,-2,1,0,2,0,-2,0,0,1,0,1,-3,2,60322130
198,-1,0,0,-3,0,0,-2,0,1,0,0,-2,2,-1,-1,1,70367444
199,0,0,3,-2,2,1,-2,0,3,0,-1,0,-3,-2,0,8,60214159
200,0,0,-2,1,3,3,-1,0,2,0,-3,1,-1,-3,2,11,90363223
201,0,0,0,-1,0,0,-2,0,-1,0,-2,1,-1,-2,-2,10,30374413
202,0,0,-2,-1,0,1,-2,0,1,0,-1,2,-1,-2,2,11,90363223
203,0,0,0,-2,2,-2,0,0,-2,0,2,-2,-1,2,-2,14,20359984
204,0,0,3,2,-2,-1,1,0,3,0,-1,-2,-1,-2,-3,2,90180025
205,0,0,2,2,-1,0,-1,0,0,0,-1,-1,-2,1,1,7,80214549
206,0,0,0,-2,-2,1,-2,0,-2,0,-2,1,-2,-3,2,9,60447677
207,0,1,2,-2,-3,2,-1,0,1,0,-2,2,0,-1,-3,5,30465489
208,0,0,3,-2,0,1,-1,0,2,0,0,1,0,0,1,4,30302299
209,0,0,0,-2,1,-1,2,0,-1,0,0,-1,-2,1,-3,14,80221352
210,0,0,0,2,0,-2,1,0,1,0,-2,-1,0,1,0,3,70455412
211,0,0,0,-3,-1,-1,0,0,-1,0,1,-2,0,2,1,12,70245339
212,0,0,-1,-1,-1,1,1,0,-2,0,2,-2,1,1,-1,14,80221352
213,0,0,3,0,1,-1,-2,0,1,0,1,0,0,-1,2,8,10234942
214,0,0,-2,0,-1,-1,2,0,-2,0,0,-2,2,3,1,14,20359984
215,0,-1,3,0,-3,1,1,1,-1,0,2,2,0,2,3,7,90214308
216,0,0,1,-2,-1,-1,1,0,1,0,1,-3,0,0,0,8,60214159
217,0,0,0,0,0,-1,-2,0,3,0,0,0,-2,-2,1,0,30213076
218,0,0,-1,0,1,-2,0,-1,2,0,-1,2,-1,1,1,15,60150176
219,1,0,-2,2,-2,-2,-2,0,-2,0,-2,-1,2,0,-2,3,90278277
220,0,-1,-2,2,-1,-1,-1,1,-3,0,-2,-1,3,1,-1,3,90278277
221,0,0,-2,0,-1,1,-2,-1,2,0,-1,2,-1,0,0,13,90442824
222,0,-1,-2,-2,-1,0,2,0,2,0,0,-1,2,-1,1,8,10234942
223,1,0,0,0,0,-2,-1,0,0,0,-2,-1,2,2,-2,3,70455412
224,0,0,0,1,1,0,1,1,-2,0,1,2,1,0,1,7,90214308
225,0,0,1,-2,-1,2,1,0,-2,0,1,2,-2,1,1,15,250249
226,0,0,-1,1,-1,-1,1,0,3,-1,-2,-2,-2,2,-3,9,80213074
227,0,0,-2,-3,2,0,-1,0,0,0,0,2,-3,-2,1,10,70299959
228,0,0,-1,-1,-2,2,-1,0,0,0,-1,2,1,-1,1,4,30381183
229,0,-1,1,-1,-2,0,-2,1,0,0,-1,1,2,3,-3,6,60214183
230,0,0,3,-1,0,0,0,1,-2,0,0,-2,-1,-3,1,14,80221352
231,0,0,0,2,0,-1,-2,0,3,0,1,0,-1,-2,2,0,30180504
232,0,-1,-1,0,-1,1,-2,0,2,0,0,0,0,-1,0,2,60322130
233,0,0,1,-1,-3,0,0,1,3,0,-2,-2,2,0,-2,5,30299070
234,0,0,0,0,0,-1,-1,0,-2,0,3,1,0,-2,1,15,60150176
235,0,0,-3,1,0,-2,1,0,2,-1,-2,1,-2,2,1,3,90278277
236,1,0,2,1,-1,0,1,0,1,0,1,1,1,2,3,4,30381183
237,-1,0,1,0,1,2,0,0,3,0,1,1,-1,1,2,4,30302299
238,0,1,1,0,-2,1,-1,0,-1,0,-2,1,-2,0,0,13,90442824
239,0,0,-2,-1,1,0,-1,0,3,0,2,0,2,-1,0,2,60322130
240,1,0,1,-2,-2,0,1,0,-1,0,2,1,1,0,-2,15,250249
241,0,0,-1,-3,-1,-2,-2,0,0,0,-2,-2,-1,0,-1,0,30213076
242,-1,1,0,-3,-1,1,1,0,0,0,1,1,-1,2,-2,15,60150176
243,0,0,3,-3,0,1,-1,0,1,0,-1,-1,2,-1,-2,5,30465489
244,0,0,0,0,-3,-1,3,0,1,0,3,-1,1,-2,0,8,60214159
245,0,0,0,-2,0,-1,-2,0,1,0,0,-3,-2,-1,0,0,30180504
246,0,0,-2,-1,-2,-2,-2,0,3,0,-2,0,2,-1,-1,1,9903014
247,0,0,2,-2,-1,0,-2,0,-1,0,-1,0,-2,3,3,12,30339735
248,0,0,1,1,0,1,2,1,1,0,1,-1,-2,-1,-1,4,30381183
249,0,0,2,-2,0,2,0,0,2,0,-2,1,0,-2,0,4,30302299
250,0,0,0,-1,-2,-2,0,0,2,0,1,0,1,3,2,12,70245339
251,0,0,-2,1,-1,0,0,0,3,0,-1,-3,-1,3,1,0,30213076
252,0,0,2,0,1,-1,-2,0,-1,0,2,-1,0,0,3,0,30180504
253,0,0,0,-3,1,1,1,0,1,0,-1,-1,0,-2,1,12,30339735
254,0,-1,2,-1,2,-1,0,0,1,0,0,1,0,3,-2,6,60214183
255,0,0,1,-2,-1,-1,1,0,2,0,-2,2,0,1,-1,9,60447677
256,0,0,1,0,-1,-2,-1,0,1,0,-2,-3,3,-1,0,9,80213074
257,0,0,-1,0,0,1,-1,0,-1,0,1,0,1,0,2,9,80213074
258,0,0,1,-2,1,2,-1,0,-2,0,-1,0,2,-1,0,10,30374413
259,0,0,-2,-1,0,-1,-2,0,-1,0,0,1,0,-3,-3,10,70299959
260,-1,0,-2,-1,1,2,2,0,1,1,0,0,3,0,1,2,90180025
261,0,-1,0,-1,-1,-2,-1,0,2,0,-3,-1,-2,-2,-2,0,30213076
262,0,0,1,2,1,-1,2,1,0,0,1,0,1,2,2,7,80214549
263,0,0,0,-1,2,-3,-1,0,1,0,0,0,0,-1,1,1,70367444
264,0,0,3,0,-1,0,1,0,-2,0,2,1,1,3,2,7,90214308
265,0,0,2,2,-1,-1,-3,0,1,0,3,0,-1,0,2,0,30180504
266,1,0,2,-1,0,-3,-1,0,0,0,1,2,-1,0,-3,11,90363223
267,0,0,2,2,-1,-2,2,0,0,0,0,0,-1,0,0,0,30213076
268,-1,0,2,2,-1,3,3,0,0,0,1,1,0,0,3,7,80214549
269,0,0,1,0,-2,-1,0,0,0,0,1,-1,1,-1,1,8,60214159
270,0,0,2,-1,3,0,0,0,0,0,-1,-1,-1,-1,0,12,70245339
271,0,0,1,-3,0,-1,1,0,2,0,1,-2,0,0,2,8,10234942
272,0,0,2,0,0,-3,-2,0,0,0,2,2,-3,2,-2,11,90363223
273,0,1,-2,-2,1,-1,0,0,-1,0,-1,-2,2,-2,-2,2,60322130
274,0,0,0,0,-3,-2,-2,0,1,0,-2,-2,1,-1,-3,1,9903014
275,0,0,1,-1,0,2,-1,0,1,0,0,0,-1,-1,0,14,20359984
276,1,0,-1,-2,-2,-1,1,0,2,0,-1,-2,-1,0,-1,0,30180504
277,0,0,1,0,-3,-1,-1,0,0,0,-2,1,2,3,2,3,90278277
278,0,0,0,-1,-2,0,0,0,2,0,1,1,2,1,0,8,60214159
279,0,0,-1,0,-1,1,-1,0,-1,0,-1,-1,3,-2,0,5,30299070
280,0,0,0,0,0,1,1,-1,-2,0,-1,-1,2,2,-2,7,90214308
281,0,0,-1,-2,-2,2,0,0,-1,0,-3,1,2,-3,0,5,30465489
282,0,0,0,-2,1,0,2,0,-1,-1,0,0,-1,-1,-2,2,90180025
283,0,0,3,3,-1,0,-2,0,0,0,-1,-3,-2,-1,1,7,80214549
284,0,0,-1,0,2,0,-3,0,2,0,-2,-2,1,2,-3,2,60322130
285,0,0,-1,0,-2,-1,-2,0,0,0,-3,2,2,1,0,3,90278277
286,0,0,2,-1,1,-1,2,0,-1,0,0,-1,2,1,2,8,10234942
287,0,0,-1,0,-2,3,-3,-1,1,0,0,-1,0,0,-2,4,30381183
288,0,0,1,1,0,-1,-1,0,0,0,1,0,-2,-2,1,14,80221352
289,0,0,-2,1,0,2,-1,0,0,0,-2,2,-1,-1,-3,10,30374413
290,0,0,1,-1,1,0,-1,-1,-1,0,-2,-1,3,-1,3,13,80430746
291,0,-1,-1,3,-2,-2,-2,0,0,0,-2,-1,3,2,1,6,60214183
292,0,1,0,1,-3,-1,-1,0,0,0,1,-2,1,1,2,0,30213076
293,0,0,0,-2,-1,1,2,0,-1,0,-1,2,1,0,-2,10,70299959
294,0,0,-1,1,0,1,0,0,-1,0,-1,1,-1,-2,-2,10,30374413
295,0,-1,1,1,1,0,0,0,0,0,0,0,-1,2,1,1,70367444
296,0,0,-1,0,-1,-2,-2,0,0,0,-3,-1,-1,-1,0,0,30213076
297,0,0,2,0,0,-1,2,0,0,0,1,-2,-1,0,1,9,60447677
298,0,0,-1,-2,-3,-2,-1,0,0,0,-1,-2,1,-1,-3,0,30180504
299,0,0,0,-2,-1,1,-1,0,0,0,-1,0,0,-2,1,4,30302299
300,0,0,0,-1,2,3,-3,0,-1,0,-2,-3,2,-2,-3,5,30299070
301,0,0,2,0,2,-1,-3,0,0,0,0,-1,1,0,0,5,30465489
302,0,0,2,-2,-2,0,1,0,0,0,-2,-1,0,0,0,13,90442824
303,0,0,0,2,0,1,-1,0,2,0,-1,-2,2,-1,-1,15,250249
304,0,0,2,0,-1,0,0,0,2,0,-2,0,0,-1,0,4,30381183
305,0,0,2,2,-1,-1,2,0,3,0,-1,-1,1,-2,-2,9,80213074
306,0,0,-1,0,-2,-3,-1,0,-3,0,0,-2,3,1,-1,3,70455412
307,0,0,-3,-1,0,1,-1,0,-2,0,-1,-1,2,0,0,2,90180025
308,0,0,-1,1,1,-2,-3,0,0,0,0,0,-2,2,0,11,90363223
309,0,0,-2,1,-1,0,-1,0,-2,0,-1,-2,2,2,-2,3,90278277
310,0,0,1,0,1,2,1,0,-2,0,0,2,2,1,0,7,90214308
