Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,Personality,image
113,0,1,-1,2,-3,-2,0,0,-1,0,-3,0,1,0,-2,6,39277498
114,0,0,-1,1,-2,-1,-1,0,0,0,-1,0,1,0,2,3,59266074
115,0,0,0,1,0,-1,1,0,2,0,-2,3,1,2,-1,6,9302913
116,-1,0,-2,-1,1,3,0,0,1,1,-2,1,-2,0,2,11,19299726
117,0,0,-3,-1,-1,1,-1,0,0,1,-2,-2,-1,-1,0,0,79012991
118,0,0,1,-1,1,-1,-1,0,-3,0,1,1,-2,2,-3,11,20400691
119,-1,0,3,2,-3,2,0,0,3,0,-3,-2,-1,0,-1,4,9324284
120,0,0,-2,3,-2,-3,-2,0,-1,0,-2,1,-1,-1,1,3,60116960
121,0,0,-2,-3,-1,-1,1,0,-1,0,2,0,-1,0,-3,15,29285521
122,0,0,0,1,2,-2,-1,0,1,0,3,2,0,2,-3,6,59297481
123,0,0,0,2,-1,-2,-2,0,-2,0,-1,-1,2,1,-1,3,89386070
124,0,0,1,-1,-2,-1,0,0,-2,0,3,0,-2,2,-1,12,59277652
125,0,0,0,1,-2,-1,0,0,1,0,-1,-2,0,-2,1,9,69292275
126,0,0,-1,0,-2,1,1,0,0,0,0,0,-1,3,-1,15,39277196
127,0,0,0,1,-2,1,-3,0,1,1,-1,0,1,2,2,13,59302915
128,0,0,-1,0,-1,0,-2,0,-1,0,-2,-1,0,-2,-1,10,99302975
129,0,0,0,1,1,0,-2,0,1,0,0,-2,-2,2,-2,0,29291956
130,0,0,-3,1,-1,0,-2,0,-2,0,-1,0,-1,-1,0,10,49306443
131,-1,0,0,-2,0,-2,-1,0,0,0,-1,-2,3,1,0,1,9149879
132,0,-1,2,1,0,-2,-2,-1,0,0,1,1,0,1,-2,11,40349847
133,0,0,0,-1,0,-1,-3,0,0,0,1,-2,0,1,0,14,89149936
134,0,0,1,2,2,-1,-2,0,1,0,2,1,1,2,-1,6,29257066
135,0,0,3,-2,0,1,1,0,-1,0,3,1,1,1,1,15,69241097
136,1,0,-1,-2,1,1,-2,0,-2,0,1,0,-2,-1,0,9,90349326
137,0,0,-2,-3,0,0,0,1,0,0,-2,1,-3,0,0,9,89302914
138,1,-1,0,-1,-2,0,1,0,1,0,1,2,1,2,1,7,29277639
139,0,0,-1,-1,-1,-1,-3,0,2,0,0,1,1,-1,2,3,9306435
140,0,0,-1,-1,-1,1,1,0,0,0,2,0,0,1,2,4,80362974
141,0,0,-1,-2,1,1,0,0,1,0,-3,-2,0,-3,-1,5,29297454
142,0,0,-1,1,-2,-1,-3,0,-3,0,0,1,1,-2,3,9,49278591
143,0,0,0,2,-1,0,-1,0,1,1,0,-1,0,1,2,3,60116960
144,0,0,0,-1,-1,0,1,0,-1,0,0,1,-1,3,-2,15,29241160
145,0,0,-1,-1,0,2,-1,0,-1,0,0,-2,1,2,-1,5,70284203
146,0,0,3,-1,-2,3,0,0,2,1,-2,2,-1,-1,-2,4,29278158
147,0,0,0,0,2,0,1,0,0,0,0,1,0,2,-2,14,9241420
148,0,0,2,-3,0,0,-1,1,1,0,2,-1,-1,-3,1,14,228705
149,0,0,0,-1,2,0,0,0,1,0,2,-1,-2,0,2,14,9217849
150,0,0,1,2,2,-2,-2,0,-1,0,-1,-2,0,0,2,7,19290603
151,0,0,0,2,1,-3,-1,0,-3,0,2,-2,1,0,2,1,89300750
152,0,0,-1,-1,3,3,-2,0,-2,1,-1,-1,0,-1,-3,5,400692
153,0,0,0,1,-1,0,-2,0,1,0,-2,-1,1,2,3,7,39266008
154,0,0,1,1,1,-1,0,1,0,-1,-1,-1,1,0,-1,3,89386070
155,0,0,1,3,1,0,-2,1,-3,0,-1,-2,0,0,0,7,60372276
156,0,0,2,-2,-2,-1,-1,0,0,0,-1,0,1,-1,3,12,99239451
157,0,0,-3,0,0,0,1,0,2,0,-1,-1,0,-3,0,2,79150746
158,1,0,-1,0,2,2,-1,0,-1,0,-1,-1,0,0,1,5,49292686
159,0,0,-1,2,0,0,-2,0,1,0,-1,1,0,1,3,3,9306435
160,0,0,1,0,0,-3,-2,0,-2,0,1,3,-2,0,3,9,20249896
161,0,0,2,-1,-1,2,-1,0,2,0,-3,0,0,-1,2,13,19290014
162,0,0,-1,-1,1,-1,-2,0,0,0,3,0,-1,-1,0,14,60431563
163,0,-1,0,-1,0,3,3,0,-2,0,0,-1,-1,2,1,15,19302917
164,0,1,-1,-2,0,2,-2,0,1,0,-1,0,0,0,2,13,69278415
165,1,0,-1,0,0,-3,1,-1,0,0,2,0,2,-1,1,8,40411410
166,0,0,0,0,0,-3,-2,1,0,0,1,0,-1,1,0,11,89240761
167,1,0,-2,0,0,-2,-3,1,-1,-1,-1,0,0,0,-2,3,89278481
168,-1,0,-1,2,0,0,-2,0,0,0,-1,0,-1,1,-2,2,9278569
169,0,0,-1,-1,0,-2,-1,-1,-1,-1,-2,1,0,2,0,3,59266074
170,0,0,2,2,1,-3,-1,0,-1,1,0,0,-2,-2,-1,11,29277724
171,0,0,-2,-2,2,2,-1,0,2,0,-1,-2,2,1,0,2,9186126
172,0,0,1,1,0,-2,-1,-1,2,0,1,3,-1,2,-3,6,39277498
173,0,0,3,1,-2,-1,-2,0,1,0,1,0,0,0,2,0,10453086
174,1,-1,-2,-1,2,0,-1,0,-1,0,0,0,-1,-1,1,11,19299726
175,0,0,-1,-3,1,1,2,0,0,-1,2,0,-1,2,0,15,69241097
176,0,0,0,1,-2,-2,-1,0,0,0,0,1,1,0,3,3,60116960
177,0,0,-2,-1,1,-2,-1,0,-2,0,0,-2,0,0,0,14,89149936
178,0,0,-1,1,-1,-1,0,0,1,0,-2,2,-2,-2,1,10,49278341
179,0,0,0,-1,0,2,-1,0,0,0,-3,1,0,0,0,3,89386070
180,0,0,-2,-1,-2,3,-1,0,1,0,-1,3,-1,1,1,13,9306416
181,0,0,0,-1,2,2,-2,0,1,0,1,0,0,-1,0,2,70340567
182,0,0,0,-2,0,3,-3,0,2,0,0,1,0,-1,-1,4,39266094
183,1,0,2,-1,1,-1,0,0,0,0,2,0,-1,2,-2,11,20400691
184,1,0,-1,-3,-2,-2,1,0,2,-1,-2,1,-1,0,-1,0,89326463
185,0,0,0,-2,1,2,-2,0,1,0,2,-1,1,-1,0,8,29278101
186,0,0,0,3,2,-1,-3,0,-1,0,-2,1,-3,2,1,11,40349847
187,0,1,-1,-1,1,2,-3,0,-3,0,-2,0,3,-3,-3,5,29297454
188,0,0,-2,0,-1,-3,2,0,0,0,0,-3,0,1,0,14,9241420
189,0,0,1,0,-2,1,2,0,-1,0,2,1,-1,2,-2,4,90354327
190,0,0,0,0,-1,1,0,0,-1,0,-1,3,0,1,-2,10,20228709
191,0,0,-1,-2,-1,-1,1,0,-1,-1,1,-2,1,-1,-1,1,19285588
192,0,0,0,-1,-2,-2,-1,1,3,0,-1,-1,-2,0,-2,0,19175957
193,0,0,0,0,2,-1,-2,0,1,0,3,1,0,0,2,11,89240761
194,0,0,0,1,-2,-2,-1,0,1,0,-1,3,-2,1,1,15,29241160
195,0,0,-1,3,-1,0,0,0,2,0,-2,1,-1,2,-1,15,19302917
196,0,0,0,0,-1,-2,-2,0,-1,0,-1,0,1,0,-1,6,39277498
197,0,0,-3,-2,1,0,2,0,-2,0,0,1,0,1,-3,2,79150746
198,-1,0,0,-3,0,0,-2,0,1,0,0,-2,2,-1,-1,1,9149879
199,0,0,3,-2,2,1,-2,0,3,0,-1,0,-3,-2,0,8,9306355
200,0,0,-2,1,3,3,-1,0,2,0,-3,1,-1,-3,2,11,20400691
201,0,0,0,-1,0,0,-2,0,-1,0,-2,1,-1,-2,-2,10,99302975
202,0,0,-2,-1,0,1,-2,0,1,0,-1,2,-1,-2,2,11,40349847
203,0,0,0,-2,2,-2,0,0,-2,0,2,-2,-1,2,-2,14,228705
204,0,0,3,2,-2,-1,1,0,3,0,-1,-2,-1,-2,-3,2,9278569
205,0,0,2,2,-1,0,-1,0,0,0,-1,-1,-2,1,1,7,19166180
206,0,0,0,-2,-2,1,-2,0,-2,0,-2,1,-2,-3,2,9,69292275
207,0,1,2,-2,-3,2,-1,0,1,0,-2,2,0,-1,-3,5,70284203
208,0,0,3,-2,0,1,-1,0,2,0,0,1,0,0,1,4,9324284
209,0,0,0,-2,1,-1,2,0,-1,0,0,-1,-2,1,-3,14,9217849
210,0,0,0,2,0,-2,1,0,1,0,-2,-1,0,1,0,3,9306435
211,0,0,0,-3,-1,-1,0,0,-1,0,1,-2,0,2,1,12,99302918
212,0,0,-1,-1,-1,1,1,0,-2,0,2,-2,1,1,-1,14,9241420
213,0,0,3,0,1,-1,-2,0,1,0,1,0,0,-1,2,8,39292465
214,0,0,-2,0,-1,-1,2,0,-2,0,0,-2,2,3,1,14,228705
215,0,-1,3,0,-3,1,1,1,-1,0,2,2,0,2,3,7,29277639
216,0,0,1,-2,-1,-1,1,0,1,0,1,-3,0,0,0,8,79902935
217,0,0,0,0,0,-1,-2,0,3,0,0,0,-2,-2,1,0,79012991
218,0,0,-1,0,1,-2,0,-1,2,0,-1,2,-1,1,1,15,29285521
219,1,0,-2,2,-2,-2,-2,0,-2,0,-2,-1,2,0,-2,3,89278481
220,0,-1,-2,2,-1,-1,-1,1,-3,0,-2,-1,3,1,-1,3,59266074
221,0,0,-2,0,-1,1,-2,-1,2,0,-1,2,-1,0,0,13,59302915
222,0,-1,-2,-2,-1,0,2,0,2,0,0,-1,2,-1,1,8,40411410
223,1,0,0,0,0,-2,-1,0,0,0,-2,-1,2,2,-2,3,60116960
224,0,0,0,1,1,0,1,1,-2,0,1,2,1,0,1,7,60372276
225,0,0,1,-2,-1,2,1,0,-2,0,1,2,-2,1,1,15,39277196
226,0,0,-1,1,-1,-1,1,0,3,-1,-2,-2,-2,2,-3,9,90349326
227,0,0,-2,-3,2,0,-1,0,0,0,0,2,-3,-2,1,10,49306443
228,0,0,-1,-1,-2,2,-1,0,0,0,-1,2,1,-1,1,4,80362974
229,0,-1,1,-1,-2,0,-2,1,0,0,-1,1,2,3,-3,6,9302913
230,0,0,3,-1,0,0,0,1,-2,0,0,-2,-1,-3,1,14,9217849
231,0,0,0,2,0,-1,-2,0,3,0,1,0,-1,-2,2,0,29291956
232,0,-1,-1,0,-1,1,-2,0,2,0,0,0,0,-1,0,2,9186126
233,0,0,1,-1,-3,0,0,1,3,0,-2,-2,2,0,-2,5,400692
234,0,0,0,0,0,-1,-1,0,-2,0,3,1,0,-2,1,15,69241097
235,0,0,-3,1,0,-2,1,0,2,-1,-2,1,-2,2,1,3,89386070
236,1,0,2,1,-1,0,1,0,1,0,1,1,1,2,3,4,90354327
237,-1,0,1,0,1,2,0,0,3,0,1,1,-1,1,2,4,9324284
238,0,1,1,0,-2,1,-1,0,-1,0,-2,1,-2,0,0,13,9306416
239,0,0,-2,-1,1,0,-1,0,3,0,2,0,2,-1,0,2,9186126
240,1,0,1,-2,-2,0,1,0,-1,0,2,1,1,0,-2,15,29241160
241,0,0,-1,-3,-1,-2,-2,0,0,0,-2,-2,-1,0,-1,0,10453086
242,-1,1,0,-3,-1,1,1,0,0,0,1,1,-1,2,-2,15,19302917
243,0,0,3,-3,0,1,-1,0,1,0,-1,-1,2,-1,-2,5,49292686
244,0,0,0,0,-3,-1,3,0,1,0,3,-1,1,-2,0,8,29278101
245,0,0,0,-2,0,-1,-2,0,1,0,0,-3,-2,-1,0,0,19129932
246,0,0,-2,-1,-2,-2,-2,0,3,0,-2,0,2,-1,-1,1,89300750
247,0,0,2,-2,-1,0,-2,0,-1,0,-1,0,-2,3,3,12,99239451
248,0,0,1,1,0,1,2,1,1,0,1,-1,-2,-1,-1,4,80362974
249,0,0,2,-2,0,2,0,0,2,0,-2,1,0,-2,0,4,29278158
250,0,0,0,-1,-2,-2,0,0,2,0,1,0,1,3,2,12,99302918
251,0,0,-2,1,-1,0,0,0,3,0,-1,-3,-1,3,1,0,29266184
252,0,0,2,0,1,-1,-2,0,-1,0,2,-1,0,0,3,0,69297471
253,0,0,0,-3,1,1,1,0,1,0,-1,-1,0,-2,1,12,9278003
254,0,-1,2,-1,2,-1,0,0,1,0,0,1,0,3,-2,6,59297481
255,0,0,1,-2,-1,-1,1,0,2,0,-2,2,0,1,-1,9,89302914
256,0,0,1,0,-1,-2,-1,0,1,0,-2,-3,3,-1,0,9,49278591
257,0,0,-1,0,0,1,-1,0,-1,0,1,0,1,0,2,9,90349326
258,0,0,1,-2,1,2,-1,0,-2,0,-1,0,2,-1,0,10,99280884
259,0,0,-2,-1,0,-1,-2,0,-1,0,0,1,0,-3,-3,10,49278341
260,-1,0,-2,-1,1,2,2,0,1,1,0,0,3,0,1,2,70340567
261,0,-1,0,-1,-1,-2,-1,0,2,0,-3,-1,-2,-2,-2,0,89326463
262,0,0,1,2,1,-1,2,1,0,0,1,0,1,2,2,7,19166180
263,0,0,0,-1,2,-3,-1,0,1,0,0,0,0,-1,1,1,19285588
264,0,0,3,0,-1,0,1,0,-2,0,2,1,1,3,2,7,29277639
265,0,0,2,2,-1,-1,-3,0,1,0,3,0,-1,0,2,0,19175957
266,1,0,2,-1,0,-3,-1,0,0,0,1,2,-1,0,-3,11,89240761
267,0,0,2,2,-1,-2,2,0,0,0,0,0,-1,0,0,0,79012991
268,-1,0,2,2,-1,3,3,0,0,0,1,1,0,0,3,7,19290603
269,0,0,1,0,-2,-1,0,0,0,0,1,-1,1,-1,1,8,79902935
270,0,0,2,-1,3,0,0,0,0,0,-1,-1,-1,-1,0,12,59277652
271,0,0,1,-3,0,-1,1,0,2,0,1,-2,0,0,2,8,40411410
272,0,0,2,0,0,-3,-2,0,0,0,2,2,-3,2,-2,11,29277724
273,0,1,-2,-2,1,-1,0,0,-1,0,-1,-2,2,-2,-2,2,79150746
274,0,0,0,0,-3,-2,-2,0,1,0,-2,-2,1,-1,-3,1,9149879
275,0,0,1,-1,0,2,-1,0,1,0,0,0,-1,-1,0,14,60431563
276,1,0,-1,-2,-2,-1,1,0,2,0,-1,-2,-1,0,-1,0,29291956
277,0,0,1,0,-3,-1,-1,0,0,0,-2,1,2,3,2,3,9306435
278,0,0,0,-1,-2,0,0,0,2,0,1,1,2,1,0,8,29278101
279,0,0,-1,0,-1,1,-1,0,-1,0,-1,-1,3,-2,0,5,29297454
280,0,0,0,0,0,1,1,-1,-2,0,-1,-1,2,2,-2,7,39266008
281,0,0,-1,-2,-2,2,0,0,-1,0,-3,1,2,-3,0,5,70284203
282,0,0,0,-2,1,0,2,0,-1,-1,0,0,-1,-1,-2,2,9278569
283,0,0,3,3,-1,0,-2,0,0,0,-1,-3,-2,-1,1,7,60372276
284,0,0,-1,0,2,0,-3,0,2,0,-2,-2,1,2,-3,2,9186126
285,0,0,-1,0,-2,-1,-2,0,0,0,-3,2,2,1,0,3,60116960
286,0,0,2,-1,1,-1,2,0,-1,0,0,-1,2,1,2,8,9306355
287,0,0,-1,0,-2,3,-3,-1,1,0,0,-1,0,0,-2,4,39266094
288,0,0,1,1,0,-1,-1,0,0,0,1,0,-2,-2,1,14,89149936
289,0,0,-2,1,0,2,-1,0,0,0,-2,2,-1,-1,-3,10,20228709
290,0,0,1,-1,1,0,-1,-1,-1,0,-2,-1,3,-1,3,13,59302915
291,0,-1,-1,3,-2,-2,-2,0,0,0,-2,-1,3,2,1,6,29257066
292,0,1,0,1,-3,-1,-1,0,0,0,1,-2,1,1,2,0,10453086
293,0,0,0,-2,-1,1,2,0,-1,0,-1,2,1,0,-2,10,99302975
294,0,0,-1,1,0,1,0,0,-1,0,-1,1,-1,-2,-2,10,49306443
295,0,-1,1,1,1,0,0,0,0,0,0,0,-1,2,1,1,89300750
296,0,0,-1,0,-1,-2,-2,0,0,0,-3,-1,-1,-1,0,0,89326463
297,0,0,2,0,0,-1,2,0,0,0,1,-2,-1,0,1,9,89302914
298,0,0,-1,-2,-3,-2,-1,0,0,0,-1,-2,1,-1,-3,0,19175957
299,0,0,0,-2,-1,1,-1,0,0,0,-1,0,0,-2,1,4,90354327
300,0,0,0,-1,2,3,-3,0,-1,0,-2,-3,2,-2,-3,5,400692
301,0,0,2,0,2,-1,-3,0,0,0,0,-1,1,0,0,5,70284203
302,0,0,2,-2,-2,0,1,0,0,0,-2,-1,0,0,0,13,19290014
303,0,0,0,2,0,1,-1,0,2,0,-1,-2,2,-1,-1,15,29285521
304,0,0,2,0,-1,0,0,0,2,0,-2,0,0,-1,0,4,9324284
305,0,0,2,2,-1,-1,2,0,3,0,-1,-1,1,-2,-2,9,49278591
306,0,0,-1,0,-2,-3,-1,0,-3,0,0,-2,3,1,-1,3,89386070
307,0,0,-3,-1,0,1,-1,0,-2,0,-1,-1,2,0,0,2,70340567
308,0,0,-1,1,1,-2,-3,0,0,0,0,0,-2,2,0,11,19299726
309,0,0,-2,1,-1,0,-1,0,-2,0,-1,-2,2,2,-2,3,9306435
310,0,0,1,0,1,2,1,0,-2,0,0,2,2,1,0,7,19166180
